command,pointer,valid,type,channel,head_hex,triple_referenced,triple_sound_indices,direct_source_reference
1606,0x00CDF8,True,1,3,01030000,False,,
1607,0x00CE0A,True,1,4,01040000,False,,
1608,0x00CE1C,True,1,1,01010000,True,292,
1609,0x00CE2E,True,1,2,01020000,False,,
1610,0x00CE40,True,1,3,01030000,False,,
1611,0x00CE52,True,1,4,01040000,False,,
1612,0x00CE64,True,1,1,01010000,True,293,
1613,0x00CE76,True,1,2,01020000,False,,
1614,0x00CE88,True,1,3,01030000,False,,
1615,0x00CE9A,True,1,4,01040000,False,,
1616,0x00CEAC,True,1,1,01010000,True,039 294,
1617,0x00CF5A,True,1,2,01020000,False,,
1618,0x00D008,True,1,3,01030000,False,,
1619,0x00D0B6,True,1,4,01040000,False,,
1620,0x00D164,True,1,1,01010000,True,295,
1621,0x00D176,True,1,2,01020000,False,,
1622,0x00D188,True,1,3,01030000,False,,
1623,0x00D19A,True,1,4,01040000,False,,
1624,0x00D1AC,True,1,1,01010000,True,296,
1625,0x00D1BE,True,1,2,01020000,False,,
1626,0x00D1D0,True,1,3,01030000,False,,
1627,0x00D1E2,True,1,4,01040000,False,,
1628,0x00D1F4,True,1,1,01010000,True,297,
1629,0x00D20E,True,1,2,01020000,False,,
1630,0x00D228,True,1,3,01030000,False,,
1631,0x00D242,True,1,4,01040000,False,,
1632,0x00D25C,True,1,1,01010000,True,298,
1633,0x00D276,True,1,2,01020000,False,,
1634,0x00D290,True,1,3,01030000,False,,
1635,0x00D2AA,True,1,4,01040000,False,,
1636,0x00D2C4,True,1,1,01010000,True,299,
1637,0x00D2D6,True,1,2,01020000,False,,
1638,0x00D2E8,True,1,3,01030000,False,,
1639,0x00D2FA,True,1,4,01040000,False,,
1640,0xFFFFFF,False,,,,False,,
1641,0xFFFFFF,False,,,,False,,
1642,0xFFFFFF,False,,,,False,,
1643,0xFFFFFF,False,,,,False,,
1644,0xFFFFFF,False,,,,False,,
1645,0xFFFFFF,False,,,,False,,
1646,0xFFFFFF,False,,,,False,,
1647,0xFFFFFF,False,,,,False,,
1648,0xFFFFFF,False,,,,False,,
1649,0xFFFFFF,False,,,,False,,
1650,0xFFFFFF,False,,,,False,,
1651,0xFFFFFF,False,,,,False,,
1652,0xFFFFFF,False,,,,False,,
1653,0xFFFFFF,False,,,,False,,
1654,0xFFFFFF,False,,,,False,,
1655,0xFFFFFF,False,,,,False,,
1656,0xFFFFFF,False,,,,False,,
1657,0xFFFFFF,False,,,,False,,
1658,0xFFFFFF,False,,,,False,,
1659,0xFFFFFF,False,,,,False,,
1660,0xFFFFFF,False,,,,False,,
1661,0xFFFFFF,False,,,,False,,
1662,0xFFFFFF,False,,,,False,,
1663,0xFFFFFF,False,,,,False,,
1664,0xFFFFFF,False,,,,False,,
1665,0xFFFFFF,False,,,,False,,
1666,0xFFFFFF,False,,,,False,,
1667,0xFFFFFF,False,,,,False,,
1668,0xFFFFFF,False,,,,False,,
1669,0xFFFFFF,False,,,,False,,
1670,0xFFFFFF,False,,,,False,,
1671,0xFFFFFF,False,,,,False,,
1672,0xFFFFFF,False,,,,False,,
1673,0xFFFFFF,False,,,,False,,
1674,0xFFFFFF,False,,,,False,,
1675,0xFFFFFF,False,,,,False,,
1676,0xFFFFFF,False,,,,False,,
1677,0xFFFFFF,False,,,,False,,
1678,0xFFFFFF,False,,,,False,,
1679,0xFFFFFF,False,,,,False,,
1680,0xFFFFFF,False,,,,False,,
1681,0xFFFFFF,False,,,,False,,
1682,0xFFFFFF,False,,,,False,,
1683,0xFFFFFF,False,,,,False,,
1684,0xFFFFFF,False,,,,False,,
1685,0xFFFFFF,False,,,,False,,
1686,0xFFFFFF,False,,,,False,,
1687,0xFFFFFF,False,,,,False,,
1688,0xFFFFFF,False,,,,False,,
1689,0xFFFFFF,False,,,,False,,
1690,0xFFFFFF,False,,,,False,,
1691,0xFFFFFF,False,,,,False,,
1692,0xFFFFFF,False,,,,False,,
1693,0xFFFFFF,False,,,,False,,
1694,0xFFFFFF,False,,,,False,,
1695,0xFFFFFF,False,,,,False,,
1696,0xFFFFFF,False,,,,False,,
1697,0xFFFFFF,False,,,,False,,
1698,0xFFFFFF,False,,,,False,,
1699,0xFFFFFF,False,,,,False,,
1700,0xFFFFFF,False,,,,False,,
1701,0xFFFFFF,False,,,,False,,
1702,0xFFFFFF,False,,,,False,,
1703,0xFFFFFF,False,,,,False,,
1704,0xFFFFFF,False,,,,False,,
1705,0xFFFFFF,False,,,,False,,
1706,0xFFFFFF,False,,,,False,,
1707,0xFFFFFF,False,,,,False,,
1708,0xFFFFFF,False,,,,False,,
1709,0xFFFFFF,False,,,,False,,
1710,0xFFFFFF,False,,,,False,,
1711,0xFFFFFF,False,,,,False,,
1712,0xFFFFFF,False,,,,False,,
1713,0xFFFFFF,False,,,,False,,
1714,0xFFFFFF,False,,,,False,,
1715,0xFFFFFF,False,,,,False,,
1716,0xFFFFFF,False,,,,False,,
1717,0xFFFFFF,False,,,,False,,
1718,0xFFFFFF,False,,,,False,,
1719,0xFFFFFF,False,,,,False,,
1720,0xFFFFFF,False,,,,False,,
1721,0xFFFFFF,False,,,,False,,
1722,0xFFFFFF,False,,,,False,,
1723,0xFFFFFF,False,,,,False,,
1724,0xFFFFFF,False,,,,False,,
1725,0xFFFFFF,False,,,,False,,
1726,0xFFFFFF,False,,,,False,,
1727,0xFFFFFF,False,,,,False,,
1728,0xFFFFFF,False,,,,False,,
1729,0xFFFFFF,False,,,,False,,
1730,0xFFFFFF,False,,,,False,,
1731,0xFFFFFF,False,,,,False,,
1732,0xFFFFFF,False,,,,False,,
1733,0xFFFFFF,False,,,,False,,
1734,0xFFFFFF,False,,,,False,,
1735,0xFFFFFF,False,,,,False,,
1736,0xFFFFFF,False,,,,False,,
1737,0xFFFFFF,False,,,,False,,
1738,0xFFFFFF,False,,,,False,,
1739,0xFFFFFF,False,,,,False,,
1740,0xFFFFFF,False,,,,False,,
1741,0xFFFFFF,False,,,,False,,
1742,0xFFFFFF,False,,,,False,,
1743,0xFFFFFF,False,,,,False,,
1744,0xFFFFFF,False,,,,False,,
1745,0xFFFFFF,False,,,,False,,
1746,0xFFFFFF,False,,,,False,,
1747,0xFFFFFF,False,,,,False,,
1748,0xFFFFFF,False,,,,False,,
1749,0xFFFFFF,False,,,,False,,
1750,0xFFFFFF,False,,,,False,,
1751,0xFFFFFF,False,,,,False,,
1752,0xFFFFFF,False,,,,False,,
1753,0xFFFFFF,False,,,,False,,
1754,0xFFFFFF,False,,,,False,,
1755,0xFFFFFF,False,,,,False,,
1756,0xFFFFFF,False,,,,False,,
1757,0xFFFFFF,False,,,,False,,
1758,0xFFFFFF,False,,,,False,,
1759,0xFFFFFF,False,,,,False,,
1760,0xFFFFFF,False,,,,False,,
1761,0xFFFFFF,False,,,,False,,
1762,0xFFFFFF,False,,,,False,,
1763,0xFFFFFF,False,,,,False,,
1764,0xFFFFFF,False,,,,False,,
1765,0xFFFFFF,False,,,,False,,
1766,0xFFFFFF,False,,,,False,,
1767,0xFFFFFF,False,,,,False,,
1768,0xFFFFFF,False,,,,False,,
1769,0xFFFFFF,False,,,,False,,
1770,0xFFFFFF,False,,,,False,,
1771,0xFFFFFF,False,,,,False,,
1772,0xFFFFFF,False,,,,False,,
1773,0xFFFFFF,False,,,,False,,
1774,0xFFFFFF,False,,,,False,,
1775,0xFFFFFF,False,,,,False,,
1776,0xFFFFFF,False,,,,False,,
1777,0xFFFFFF,False,,,,False,,
1778,0xFFFFFF,False,,,,False,,
1779,0xFFFFFF,False,,,,False,,
1780,0xFFFFFF,False,,,,False,,
1781,0xFFFFFF,False,,,,False,,
1782,0xFFFFFF,False,,,,False,,
1783,0xFFFFFF,False,,,,False,,
1784,0xFFFFFF,False,,,,False,,
1785,0xFFFFFF,False,,,,False,,
1786,0xFFFFFF,False,,,,False,,
1787,0xFFFFFF,False,,,,False,,
1788,0xFFFFFF,False,,,,False,,
1789,0xFFFFFF,False,,,,False,,
1790,0xFFFFFF,False,,,,False,,
1791,0xFFFFFF,False,,,,False,,
1792,0xFFFFFF,False,,,,False,,
1793,0xFFFFFF,False,,,,False,,
1794,0xFFFFFF,False,,,,False,,
1795,0xFFFFFF,False,,,,False,,
1796,0xFFFFFF,False,,,,False,,
1797,0xFFFFFF,False,,,,False,,
1798,0xFFFFFF,False,,,,False,,
1799,0xFFFFFF,False,,,,False,,
1800,0xFFFFFF,False,,,,False,,
1801,0xFFFFFF,False,,,,False,,
1802,0xFFFFFF,False,,,,False,,
1803,0xFFFFFF,False,,,,False,,
1804,0xFFFFFF,False,,,,False,,
1805,0xFFFFFF,False,,,,False,,
1806,0xFFFFFF,False,,,,False,,
1807,0xFFFFFF,False,,,,False,,
1808,0xFFFFFF,False,,,,False,,
1809,0xFFFFFF,False,,,,False,,
1810,0xFFFFFF,False,,,,False,,
1811,0xFFFFFF,False,,,,False,,
1812,0xFFFFFF,False,,,,False,,
1813,0xFFFFFF,False,,,,False,,
1814,0xFFFFFF,False,,,,False,,
1815,0xFFFFFF,False,,,,False,,
1816,0xFFFFFF,False,,,,False,,
1817,0xFFFFFF,False,,,,False,,
1818,0xFFFFFF,False,,,,False,,
1819,0xFFFFFF,False,,,,False,,
1820,0xFFFFFF,False,,,,False,,
1821,0xFFFFFF,False,,,,False,,
1822,0xFFFFFF,False,,,,False,,
1823,0xFFFFFF,False,,,,False,,
1824,0xFFFFFF,False,,,,False,,
1825,0xFFFFFF,False,,,,False,,
1826,0xFFFFFF,False,,,,False,,
1827,0xFFFFFF,False,,,,False,,
1828,0xFFFFFF,False,,,,False,,
1829,0xFFFFFF,False,,,,False,,
1830,0xFFFFFF,False,,,,False,,
1831,0xFFFFFF,False,,,,False,,
1832,0xFFFFFF,False,,,,False,,
1833,0xFFFFFF,False,,,,False,,
1834,0xFFFFFF,False,,,,False,,
1835,0xFFFFFF,False,,,,False,,
1836,0xFFFFFF,False,,,,False,,
1837,0xFFFFFF,False,,,,False,,
1838,0xFFFFFF,False,,,,False,,
1839,0xFFFFFF,False,,,,False,,
1840,0xFFFFFF,False,,,,False,,
1841,0xFFFFFF,False,,,,False,,
1842,0xFFFFFF,False,,,,False,,
1843,0xFFFFFF,False,,,,False,,
1844,0xFFFFFF,False,,,,False,,
1845,0xFFFFFF,False,,,,False,,
1846,0xFFFFFF,False,,,,False,,
1847,0xFFFFFF,False,,,,False,,
1848,0xFFFFFF,False,,,,False,,
1849,0xFFFFFF,False,,,,False,,
1850,0xFFFFFF,False,,,,False,,
1851,0xFFFFFF,False,,,,False,,
1852,0xFFFFFF,False,,,,False,,
1853,0xFFFFFF,False,,,,False,,
1854,0xFFFFFF,False,,,,False,,
1855,0xFFFFFF,False,,,,False,,
1856,0xFFFFFF,False,,,,False,,
1857,0xFFFFFF,False,,,,False,,
1858,0xFFFFFF,False,,,,False,,
1859,0xFFFFFF,False,,,,False,,
1860,0xFFFFFF,False,,,,False,,
1861,0xFFFFFF,False,,,,False,,
1862,0xFFFFFF,False,,,,False,,
1863,0xFFFFFF,False,,,,False,,
1864,0xFFFFFF,False,,,,False,,
1865,0xFFFFFF,False,,,,False,,
1866,0xFFFFFF,False,,,,False,,
1867,0xFFFFFF,False,,,,False,,
1868,0xFFFFFF,False,,,,False,,
1869,0xFFFFFF,False,,,,False,,
1870,0xFFFFFF,False,,,,False,,
1871,0xFFFFFF,False,,,,False,,
1872,0xFFFFFF,False,,,,False,,
1873,0xFFFFFF,False,,,,False,,
1874,0xFFFFFF,False,,,,False,,
1875,0xFFFFFF,False,,,,False,,
1876,0xFFFFFF,False,,,,False,,
1877,0xFFFFFF,False,,,,False,,
1878,0xFFFFFF,False,,,,False,,
1879,0xFFFFFF,False,,,,False,,
1880,0xFFFFFF,False,,,,False,,
1881,0xFFFFFF,False,,,,False,,
1882,0xFFFFFF,False,,,,False,,
1883,0xFFFFFF,False,,,,False,,
1884,0xFFFFFF,False,,,,False,,
1885,0xFFFFFF,False,,,,False,,
1886,0xFFFFFF,False,,,,False,,
1887,0xFFFFFF,False,,,,False,,
1888,0xFFFFFF,False,,,,False,,
1889,0xFFFFFF,False,,,,False,,
1890,0xFFFFFF,False,,,,False,,
1891,0xFFFFFF,False,,,,False,,
1892,0xFFFFFF,False,,,,False,,
1893,0xFFFFFF,False,,,,False,,
1894,0xFFFFFF,False,,,,False,,
1895,0xFFFFFF,False,,,,False,,
1896,0xFFFFFF,False,,,,False,,
1897,0xFFFFFF,False,,,,False,,
1898,0xFFFFFF,False,,,,False,,
1899,0xFFFFFF,False,,,,False,,
1900,0xFFFFFF,False,,,,False,,
1901,0xFFFFFF,False,,,,False,,
1902,0xFFFFFF,False,,,,False,,
1903,0xFFFFFF,False,,,,False,,
1904,0xFFFFFF,False,,,,False,,
1905,0xFFFFFF,False,,,,False,,
1906,0xFFFFFF,False,,,,False,,
1907,0xFFFFFF,False,,,,False,,
1908,0xFFFFFF,False,,,,False,,
1909,0xFFFFFF,False,,,,False,,
1910,0xFFFFFF,False,,,,False,,
1911,0xFFFFFF,False,,,,False,,
1912,0xFFFFFF,False,,,,False,,
1913,0xFFFFFF,False,,,,False,,
1914,0xFFFFFF,False,,,,False,,
1915,0xFFFFFF,False,,,,False,,
1916,0xFFFFFF,False,,,,False,,
1917,0xFFFFFF,False,,,,False,,
1918,0xFFFFFF,False,,,,False,,
1919,0xFFFFFF,False,,,,False,,
1920,0xFFFFFF,False,,,,False,,
1921,0xFFFFFF,False,,,,False,,
1922,0xFFFFFF,False,,,,False,,
1923,0xFFFFFF,False,,,,False,,
1924,0xFFFFFF,False,,,,False,,
1925,0xFFFFFF,False,,,,False,,
1926,0xFFFFFF,False,,,,False,,
1927,0xFFFFFF,False,,,,False,,
1928,0xFFFFFF,False,,,,False,,
1929,0xFFFFFF,False,,,,False,,
1930,0xFFFFFF,False,,,,False,,
1931,0xFFFFFF,False,,,,False,,
1932,0xFFFFFF,False,,,,False,,
1933,0xFFFFFF,False,,,,False,,
1934,0xFFFFFF,False,,,,False,,
1935,0xFFFFFF,False,,,,False,,
1936,0xFFFFFF,False,,,,False,,
1937,0xFFFFFF,False,,,,False,,
1938,0xFFFFFF,False,,,,False,,
1939,0xFFFFFF,False,,,,False,,
1940,0xFFFFFF,False,,,,False,,
1941,0xFFFFFF,False,,,,False,,
1942,0xFFFFFF,False,,,,False,,
1943,0xFFFFFF,False,,,,False,,
1944,0xFFFFFF,False,,,,False,,
1945,0xFFFFFF,False,,,,False,,
1946,0xFFFFFF,False,,,,False,,
1947,0xFFFFFF,False,,,,False,,
1948,0xFFFFFF,False,,,,False,,
1949,0xFFFFFF,False,,,,False,,
1950,0xFFFFFF,False,,,,False,,
1951,0xFFFFFF,False,,,,False,,
1952,0xFFFFFF,False,,,,False,,
1953,0xFFFFFF,False,,,,False,,
1954,0xFFFFFF,False,,,,False,,
1955,0xFFFFFF,False,,,,False,,
1956,0xFFFFFF,False,,,,False,,
1957,0xFFFFFF,False,,,,False,,
1958,0xFFFFFF,False,,,,False,,
1959,0xFFFFFF,False,,,,False,,
1960,0xFFFFFF,False,,,,False,,
1961,0xFFFFFF,False,,,,False,,
1962,0xFFFFFF,False,,,,False,,
1963,0xFFFFFF,False,,,,False,,
1964,0xFFFFFF,False,,,,False,,
1965,0xFFFFFF,False,,,,False,,
1966,0xFFFFFF,False,,,,False,,
1967,0xFFFFFF,False,,,,False,,
1968,0xFFFFFF,False,,,,False,,
1969,0xFFFFFF,False,,,,False,,
1970,0xFFFFFF,False,,,,False,,
1971,0xFFFFFF,False,,,,False,,
1972,0xFFFFFF,False,,,,False,,
1973,0xFFFFFF,False,,,,False,,
1974,0xFFFFFF,False,,,,False,,
1975,0xFFFFFF,False,,,,False,,
1976,0xFFFFFF,False,,,,False,,
1977,0xFFFFFF,False,,,,False,,
1978,0xFFFFFF,False,,,,False,,
1979,0xFFFFFF,False,,,,False,,
1980,0xFFFFFF,False,,,,False,,
1981,0xFFFFFF,False,,,,False,,
1982,0xFFFFFF,False,,,,False,,
1983,0xFFFFFF,False,,,,False,,
1984,0xFFFFFF,False,,,,False,,
1985,0xFFFFFF,False,,,,False,,
1986,0xFFFFFF,False,,,,False,,
1987,0xFFFFFF,False,,,,False,,
1988,0xFFFFFF,False,,,,False,,
1989,0xFFFFFF,False,,,,False,,
1990,0xFFFFFF,False,,,,False,,
1991,0xFFFFFF,False,,,,False,,
1992,0xFFFFFF,False,,,,False,,
1993,0xFFFFFF,False,,,,False,,
1994,0xFFFFFF,False,,,,False,,
1995,0xFFFFFF,False,,,,False,,
1996,0xFFFFFF,False,,,,False,,
1997,0xFFFFFF,False,,,,False,,
1998,0xFFFFFF,False,,,,False,,
1999,0xFFFFFF,False,,,,False,,
2000,0xFFFFFF,False,,,,False,,
2001,0xFFFFFF,False,,,,False,,
2002,0xFFFFFF,False,,,,False,,
2003,0xFFFFFF,False,,,,False,,
2004,0xFFFFFF,False,,,,False,,
2005,0xFFFFFF,False,,,,False,,
2006,0xFFFFFF,False,,,,False,,
2007,0xFFFFFF,False,,,,False,,
2008,0xFFFFFF,False,,,,False,,
2009,0xFFFFFF,False,,,,False,,
2010,0xFFFFFF,False,,,,False,,
2011,0xFFFFFF,False,,,,False,,
2012,0xFFFFFF,False,,,,False,,
2013,0xFFFFFF,False,,,,False,,
2014,0xFFFFFF,False,,,,False,,
2015,0xFFFFFF,False,,,,False,,
2016,0xFFFFFF,False,,,,False,,
2017,0xFFFFFF,False,,,,False,,
2018,0xFFFFFF,False,,,,False,,
2019,0xFFFFFF,False,,,,False,,
2020,0xFFFFFF,False,,,,False,,
2021,0xFFFFFF,False,,,,False,,
2022,0xFFFFFF,False,,,,False,,
2023,0xFFFFFF,False,,,,False,,
2024,0xFFFFFF,False,,,,False,,
2025,0xFFFFFF,False,,,,False,,
2026,0xFFFFFF,False,,,,False,,
2027,0xFFFFFF,False,,,,False,,
2028,0xFFFFFF,False,,,,False,,
2029,0xFFFFFF,False,,,,False,,
2030,0xFFFFFF,False,,,,False,,
2031,0xFFFFFF,False,,,,False,,
2032,0xFFFFFF,False,,,,False,,
2033,0xFFFFFF,False,,,,False,,
2034,0xFFFFFF,False,,,,False,,
2035,0xFFFFFF,False,,,,False,,
2036,0xFFFFFF,False,,,,False,,
2037,0xFFFFFF,False,,,,False,,
2038,0xFFFFFF,False,,,,False,,
2039,0xFFFFFF,False,,,,False,,
2040,0xFFFFFF,False,,,,False,,
2041,0xFFFFFF,False,,,,False,,
2042,0xFFFFFF,False,,,,False,,
2043,0xFFFFFF,False,,,,False,,
2044,0xFFFFFF,False,,,,False,,
2045,0xFFFFFF,False,,,,False,,
2046,0xFFFFFF,False,,,,False,,
2047,0xFFFFFF,False,,,,False,,
2048,0x00D30C,True,1,5,01050000,False,,
2049,0x00D3C4,True,1,5,01050000,False,,
2050,0x00D3E5,True,1,5,01050000,False,,
2051,0x00D32D,True,1,5,01050000,False,,
2052,0xFFFFFF,False,,,,False,,
2053,0x00D34E,True,1,5,01050000,False,,
2054,0x00D32D,True,1,5,01050000,False,,
2055,0x00D34E,True,1,5,01050000,False,,
2056,0x00D36F,True,1,5,01050000,False,,
2057,0x00D389,True,1,5,01050000,False,,
2058,0x00D3AA,True,1,5,01050000,False,,
2059,0x00D3C4,True,1,5,01050000,False,,
2060,0x00D3E5,True,1,5,01050000,False,,
2061,0x00D3E5,True,1,5,01050000,False,,
2062,0x00D406,True,1,5,01050000,False,,
2063,0x00D427,True,1,5,01050000,False,,
2064,0x00D448,True,1,5,01050000,False,,
2065,0x00D469,True,1,5,01050000,False,,
2066,0xFFFFFF,False,,,,False,,
2067,0xFFFFFF,False,,,,False,,
2068,0xFFFFFF,False,,,,False,,
2069,0xFFFFFF,False,,,,False,,
2070,0xFFFFFF,False,,,,False,,
2071,0xFFFFFF,False,,,,False,,
2072,0xFFFFFF,False,,,,False,,
2073,0xFFFFFF,False,,,,False,,
2074,0xFFFFFF,False,,,,False,,
2075,0xFFFFFF,False,,,,False,,
2076,0xFFFFFF,False,,,,False,,
2077,0xFFFFFF,False,,,,False,,
2078,0xFFFFFF,False,,,,False,,
2079,0xFFFFFF,False,,,,False,,
2080,0xFFFFFF,False,,,,False,,
2081,0xFFFFFF,False,,,,False,,
2082,0xFFFFFF,False,,,,False,,
2083,0xFFFFFF,False,,,,False,,
2084,0xFFFFFF,False,,,,False,,
2085,0xFFFFFF,False,,,,False,,
2086,0xFFFFFF,False,,,,False,,
2087,0xFFFFFF,False,,,,False,,
2088,0xFFFFFF,False,,,,False,,
2089,0xFFFFFF,False,,,,False,,
2090,0xFFFFFF,False,,,,False,,
2091,0xFFFFFF,False,,,,False,,
2092,0xFFFFFF,False,,,,False,,
2093,0xFFFFFF,False,,,,False,,
2094,0xFFFFFF,False,,,,False,,
2095,0xFFFFFF,False,,,,False,,
2096,0xFFFFFF,False,,,,False,,
2097,0xFFFFFF,False,,,,False,,
2098,0xFFFFFF,False,,,,False,,
2099,0xFFFFFF,False,,,,False,,
2100,0xFFFFFF,False,,,,False,,
2101,0xFFFFFF,False,,,,False,,
2102,0xFFFFFF,False,,,,False,,
2103,0xFFFFFF,False,,,,False,,
2104,0xFFFFFF,False,,,,False,,
2105,0xFFFFFF,False,,,,False,,
2106,0xFFFFFF,False,,,,False,,
2107,0xFFFFFF,False,,,,False,,
2108,0xFFFFFF,False,,,,False,,
2109,0xFFFFFF,False,,,,False,,
2110,0xFFFFFF,False,,,,False,,
2111,0xFFFFFF,False,,,,False,,
2112,0xFFFFFF,False,,,,False,,
2113,0xFFFFFF,False,,,,False,,
2114,0xFFFFFF,False,,,,False,,
2115,0xFFFFFF,False,,,,False,,
2116,0xFFFFFF,False,,,,False,,
2117,0xFFFFFF,False,,,,False,,
2118,0xFFFFFF,False,,,,False,,
2119,0xFFFFFF,False,,,,False,,
2120,0xFFFFFF,False,,,,False,,
2121,0xFFFFFF,False,,,,False,,
2122,0xFFFFFF,False,,,,False,,
2123,0xFFFFFF,False,,,,False,,
2124,0xFFFFFF,False,,,,False,,
2125,0xFFFFFF,False,,,,False,,
2126,0xFFFFFF,False,,,,False,,
2127,0xFFFFFF,False,,,,False,,
2128,0xFFFFFF,False,,,,False,,
2129,0xFFFFFF,False,,,,False,,
2130,0xFFFFFF,False,,,,False,,
2131,0xFFFFFF,False,,,,False,,
2132,0xFFFFFF,False,,,,False,,
2133,0xFFFFFF,False,,,,False,,
2134,0xFFFFFF,False,,,,False,,
2135,0xFFFFFF,False,,,,False,,
2136,0xFFFFFF,False,,,,False,,
2137,0xFFFFFF,False,,,,False,,
2138,0xFFFFFF,False,,,,False,,
2139,0xFFFFFF,False,,,,False,,
2140,0xFFFFFF,False,,,,False,,
2141,0xFFFFFF,False,,,,False,,
2142,0xFFFFFF,False,,,,False,,
2143,0xFFFFFF,False,,,,False,,
2144,0xFFFFFF,False,,,,False,,
2145,0xFFFFFF,False,,,,False,,
2146,0xFFFFFF,False,,,,False,,
2147,0xFFFFFF,False,,,,False,,
2148,0xFFFFFF,False,,,,False,,
2149,0xFFFFFF,False,,,,False,,
2150,0xFFFFFF,False,,,,False,,
2151,0xFFFFFF,False,,,,False,,
2152,0xFFFFFF,False,,,,False,,
2153,0xFFFFFF,False,,,,False,,
2154,0xFFFFFF,False,,,,False,,
2155,0xFFFFFF,False,,,,False,,
2156,0xFFFFFF,False,,,,False,,
2157,0xFFFFFF,False,,,,False,,
2158,0xFFFFFF,False,,,,False,,
2159,0xFFFFFF,False,,,,False,,
2160,0xFFFFFF,False,,,,False,,
2161,0xFFFFFF,False,,,,False,,
2162,0xFFFFFF,False,,,,False,,
2163,0xFFFFFF,False,,,,False,,
2164,0xFFFFFF,False,,,,False,,
2165,0xFFFFFF,False,,,,False,,
2166,0xFFFFFF,False,,,,False,,
2167,0xFFFFFF,False,,,,False,,
2168,0xFFFFFF,False,,,,False,,
2169,0xFFFFFF,False,,,,False,,
2170,0xFFFFFF,False,,,,False,,
2171,0xFFFFFF,False,,,,False,,
2172,0xFFFFFF,False,,,,False,,
2173,0xFFFFFF,False,,,,False,,
2174,0xFFFFFF,False,,,,False,,
2175,0xFFFFFF,False,,,,False,,
2176,0xFFFFFF,False,,,,False,,
2177,0xFFFFFF,False,,,,False,,
2178,0xFFFFFF,False,,,,False,,
2179,0xFFFFFF,False,,,,False,,
2180,0xFFFFFF,False,,,,False,,
2181,0xFFFFFF,False,,,,False,,
2182,0xFFFFFF,False,,,,False,,
2183,0xFFFFFF,False,,,,False,,
2184,0xFFFFFF,False,,,,False,,
2185,0xFFFFFF,False,,,,False,,
2186,0xFFFFFF,False,,,,False,,
2187,0xFFFFFF,False,,,,False,,
2188,0xFFFFFF,False,,,,False,,
2189,0xFFFFFF,False,,,,False,,
2190,0xFFFFFF,False,,,,False,,
2191,0xFFFFFF,False,,,,False,,
2192,0xFFFFFF,False,,,,False,,
2193,0xFFFFFF,False,,,,False,,
2194,0xFFFFFF,False,,,,False,,
2195,0xFFFFFF,False,,,,False,,
2196,0xFFFFFF,False,,,,False,,
2197,0xFFFFFF,False,,,,False,,
2198,0xFFFFFF,False,,,,False,,
2199,0xFFFFFF,False,,,,False,,
2200,0xFFFFFF,False,,,,False,,
2201,0xFFFFFF,False,,,,False,,
2202,0xFFFFFF,False,,,,False,,
2203,0xFFFFFF,False,,,,False,,
2204,0xFFFFFF,False,,,,False,,
2205,0xFFFFFF,False,,,,False,,
2206,0xFFFFFF,False,,,,False,,
2207,0xFFFFFF,False,,,,False,,
2208,0xFFFFFF,False,,,,False,,
2209,0xFFFFFF,False,,,,False,,
2210,0xFFFFFF,False,,,,False,,
2211,0xFFFFFF,False,,,,False,,
2212,0xFFFFFF,False,,,,False,,
2213,0xFFFFFF,False,,,,False,,
2214,0xFFFFFF,False,,,,False,,
2215,0xFFFFFF,False,,,,False,,
2216,0xFFFFFF,False,,,,False,,
2217,0xFFFFFF,False,,,,False,,
2218,0xFFFFFF,False,,,,False,,
2219,0xFFFFFF,False,,,,False,,
2220,0xFFFFFF,False,,,,False,,
2221,0xFFFFFF,False,,,,False,,
2222,0xFFFFFF,False,,,,False,,
2223,0xFFFFFF,False,,,,False,,
2224,0xFFFFFF,False,,,,False,,
2225,0xFFFFFF,False,,,,False,,
2226,0xFFFFFF,False,,,,False,,
2227,0xFFFFFF,False,,,,False,,
2228,0xFFFFFF,False,,,,False,,
2229,0xFFFFFF,False,,,,False,,
2230,0xFFFFFF,False,,,,False,,
2231,0xFFFFFF,False,,,,False,,
2232,0xFFFFFF,False,,,,False,,
2233,0xFFFFFF,False,,,,False,,
2234,0xFFFFFF,False,,,,False,,
2235,0xFFFFFF,False,,,,False,,
2236,0xFFFFFF,False,,,,False,,
2237,0xFFFFFF,False,,,,False,,
2238,0xFFFFFF,False,,,,False,,
2239,0xFFFFFF,False,,,,False,,
2240,0xFFFFFF,False,,,,False,,
2241,0xFFFFFF,False,,,,False,,
2242,0xFFFFFF,False,,,,False,,
2243,0xFFFFFF,False,,,,False,,
2244,0xFFFFFF,False,,,,False,,
2245,0xFFFFFF,False,,,,False,,
2246,0xFFFFFF,False,,,,False,,
2247,0xFFFFFF,False,,,,False,,
2248,0xFFFFFF,False,,,,False,,
2249,0xFFFFFF,False,,,,False,,
2250,0xFFFFFF,False,,,,False,,
2251,0xFFFFFF,False,,,,False,,
2252,0xFFFFFF,False,,,,False,,
2253,0xFFFFFF,False,,,,False,,
2254,0xFFFFFF,False,,,,False,,
2255,0xFFFFFF,False,,,,False,,
2256,0xFFFFFF,False,,,,False,,
2257,0xFFFFFF,False,,,,False,,
2258,0xFFFFFF,False,,,,False,,
2259,0xFFFFFF,False,,,,False,,
2260,0xFFFFFF,False,,,,False,,
2261,0xFFFFFF,False,,,,False,,
